NOMBRE,FAMILIA,PRECIO_COMPRA,PRECIO_VENTA,IVA,MARGEN,EAN,ALTA,CANTIDAD,CANTIDAD_RESTOCK,PROVEEDOR,,,,,,,,,,,,,,
GUBLINS X-TREME,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.7,1.1,10,20,8413164015483,1,0,20,110830,,,,,,,,,,,,,,0
GUBLINS BBQ,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.7,1.1,10,20,8413164001844,1,0,20,100318,,,,,,,,,,,,,,0
CONOS GREFUSA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.7,1,10,20,8413164012963,1,0,20,109679,,,,,,,,,,,,,,0
STICKS KETCHUP Y QUESO,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.7,1,10,20,8413164001851,1,0,20,107605,,,,,,,,,,,,,,0
PAPAS SANTA ANA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.73,1,10,20,8410199013705,1,0,20,,,,,,,,,,,,,,,0
LAYS PUNTO DE SAL,GENERICA,0.98,1.3,10,20,8410199021120,1,0,20,,,,,,,,,,,,,,,0
NACHOS GREFUSA,GENERICA,0.76,1,10,20,8413164012871,1,0,20,,,,,,,,,,,,,,,0
CHETOS STIICKS,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.86,1.2,10,20,8410199020734,1,0,20,,,,,,,,,,,,,,,0
CHETOS PANDILLA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.86,1.2,10,20,8410199020765,1,0,20,,,,,,,,,,,,,,,0
LAYS CAMPESINAS 125GR.,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.02,1.35,10,20,8410199019769,1,0,20,,,,,,,,,,,,,,,0
CORTEZAS DE TRIGO GREFUSA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.7,1,10,20,8413164012888,1,0,20,201624,,,,,,,,,,,,,,0
PAPAS GOURMET ESCRIBA 180 GR,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.66,1,10,20,8414458000437,1,0,20,97201,,,,,,,,,,,,,,0
PATATAS DUSO 145 GR.,ALIMENTACION,0.72,1.1,10,20,8412920002002,1,0,20,101377,,,,,,,,,,,,,,0
CONOS 3D LAYS,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.91,1.2,10,20,8410199020789,1,0,20,,,,,,,,,,,,,,,0
DORITOS BITS,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.68,1,10,20,8410199012319,1,0,20,,,,,,,,,,,,,,,0
BOCABITS,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.95,1.25,10,20,8410199022431,1,0,20,,,,,,,,,,,,,,,0
AROS DE MAIZ,GENERICA,0.76,1,10,20,8413164014103,1,0,20,,,,,,,,,,,,,,,0
PAPADELTA GREFUSA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.7,1.1,10,20,8413164002483,1,0,20,106649,,,,,,,,,,,,,,0
DORITOS CHILI,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.14,1.5,10,20,8410199022646,1,0,20,,,,,,,,,,,,,,,0
PAPAS LAYS GOURMET,GENERICA,1.14,1.5,10,20,8410199004734,1,0,20,,,,,,,,,,,,,,,0
RUFLES JAMON 125GR,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.02,1.35,10,20,8410199019721,1,0,20,,,,,,,,,,,,,,,0
ALTRAMUCES,GENERICA,1.25,1.65,10,20,8410564028044,1,0,20,,,,,,,,,,,,,,,0
CALVO MEJILLONES,ALIMENTACION,1.02,1.16,10,20,8410090710543,1,0,20,140657,,,,,,,,,,,,,,0
BONITO DEL NORTE RIVEIRA,GENERICA,1.17,1.55,10,20,8429583003949,1,0,20,,,,,,,,,,,,,,,0
BONITO DEL NORTE BOYA,ALIMENTACION,1.08,1.54,10,20,8411945002158,1,0,20,103580,,,,,,,,,,,,,,0
SARDINAS RIVEIRA,GENERICA,0.56,0.74,10,20,8429583004762,1,0,20,,,,,,,,,,,,,,,0
FILETES DE CABALLA,GENERICA,1.17,1.55,10,20,8411555070028,1,0,20,,,,,,,,,,,,,,,0
MEJILLONES EN ESCABECHE RIVEIRA,GENERICA,0.87,1.15,10,20,8429583004885,1,0,20,,,,,,,,,,,,,,,0
BERBERECHOS SAGRES,GENERICA,1.44,1.9,10,20,8429583013351,1,0,20,,,,,,,,,,,,,,,0
BAYMAR BERBERECHOS,ALIMENTACION,1.75,2.85,10,20,8425930115006,1,0,20,102604,,,,,,,,,,,,,,0
PRINGLESSABOR JAMON,GENERICA,1.59,2.1,10,20,5053990127603,1,0,20,,,,,,,,,,,,,,,0
HUEVOS L DOCENA,GENERICA,1.85,1.8,4,20,8437003470721,1,0,20,,,,,,,,,,,,,,,0
HUEVOS XL DOCENA,ALIMENTACION,2.15,2.5,4,20,8437003470707,1,0,20,,,,,,,,,,,,,,,0
PRINGLES ORIGINAL,GENERICA,1.59,2.1,10,20,5053990127726,1,0,20,,,,,,,,,,,,,,,0
COCKTEL LA PINTA OLIVAS,GENERICA,3.14,4.15,10,20,8412510115044,1,0,20,,,,,,,,,,,,,,,0
ACEITUNAS DE SOSA,GENERICA,3.14,4.15,10,20,8412510114580,1,0,20,,,,,,,,,,,,,,,0
OLIVAS MOJO PICON,GENERICA,3.14,4.15,10,20,8412510115105,1,0,20,,,,,,,,,,,,,,,0
PRINGLES CREAM & ONION,GENERICA,1.59,2.1,10,20,5053990127740,1,0,20,,,,,,,,,,,,,,,0
LA ESPAÐOLA OLIVA,ALIMENTACION,1.02,1.35,10,20,8410226011537,1,0,20,,,,,,,,,,,,,,,0
OLIVAS RELLENAS DE ANCHOA ALTEZA,GENERICA,0.66,0.87,10,20,8480024738394,1,0,20,,,,,,,,,,,,,,,0
EXPLANADA ACEITUNA RELLENA ANCHOA,ALIMENTACION,0.72,1.29,10,20,8410791114015,1,0,20,210137,,,,,,,,,,,,,,0
OLIVAS LA ESPAÐOLA NEGRAS CON HUESO,GENERICA,1.1,1.45,10,20,8410226017027,1,0,20,,,,,,,,,,,,,,,0
BANDERILLA PICANTE,GENERICA,0.95,1.25,10,20,8413236750267,1,0,20,,,,,,,,,,,,,,,0
VARIANTES EN VINAGRE CORBI,ALIMENTACION,0.75,1.45,10,20,8413236720208,1,0,20,210650,,,,,,,,,,,,,,0
PEPINILLOS EN VINAGRE,GENERICA,1.06,1.4,10,20,8410134024285,1,0,20,,,,,,,,,,,,,,,0
ACEITUNAS GAZPACHA,GENERICA,1.52,2,10,20,8413236730108,1,0,20,,,,,,,,,,,,,,,0
ACEITUNAS CHUPADEDOS,GENERICA,1.7,2.25,10,20,8413236730702,1,0,20,,,,,,,,,,,,,,,0
ACEITUNAS MANZANILLA SABOR ANCHOA,GENERICA,1.7,2.25,10,20,8413236730061,1,0,20,,,,,,,,,,,,,,,0
PIMIENTO VERDE EN SALMUERA,GENERICA,1.7,2.25,10,20,8413236390319,1,0,20,,,,,,,,,,,,,,,0
ACEITUNAS PARTIDAS,GENERICA,1.51,1.99,10,20,8412510117383,1,0,20,,,,,,,,,,,,,,,0
ECEITUNAS NEGRAS DE ARAGON,GENERICA,1.44,1.9,10,20,8413236720161,1,0,20,,,,,,,,,,,,,,,0
YATEKOMO ORIENTAL,ALIMENTACION,0.65,1.2,10,20,8410300349976,1,0,20,101051,,,,,,,,,,,,,,0
YATEKOMO POLLO,ALIMENTACION,0.72,1.21,10,20,8410300349952,1,0,20,101050,,,,,,,,,,,,,,0
ATUN ACEITE DE GIRASOL NORO 900GR,GENERICA,4.05,5.35,10,20,8429583015966,1,0,20,,,,,,,,,,,,,,,0
GALLO FIDEO N║ 1 450 GR.,ALIMENTACION,0.79,1.1,10,20,8410069018328,1,0,20,290439,,,,,,,,,,,,,,0
MACARRONES PLUMA N6,ALIMENTACION,0.7,0.9,10,20,8410069002266,1,0,20,290437,,,,,,,,,,,,,,0
GALLO SPAGUETTTI N║3 500 GRS,ALIMENTACION,0.79,1.1,10,20,8410069002457,1,0,20,,,,,,,,,,,,,,,0
GALLO FIDEOS N 0  500 GRS.,ALIMENTACION,0.79,1.19,10,20,8410069018311,1,0,20,290438,,,,,,,,,,,,,,0
GALLO HELICES VEGETALES 500. GRS.,ALIMENTACION,1.15,1.65,10,20,8410069017925,1,0,20,134683,,,,,,,,,,,,,,0
GALLO MARAVILLA 450 GRS.,ALIMENTACION,0.79,0.89,10,20,8410069018380,1,0,20,,,,,,,,,,,,,,,0
LENTEJAS FERRADURA,ALIMENTACION,0.69,1.29,10,20,8410909200487,1,0,20,100954,,,,,,,,,,,,,,0
FIFEOS N4,GENERICA,0.75,0.99,10,20,8410069018403,1,0,20,,,,,,,,,,,,,,,0
ARROZ LA TERRETA,GENERICA,0.64,0.85,10,20,8410892100542,1,0,20,,,,,,,,,,,,,,,0
FERRADURA GARBANZOS,ALIMENTACION,0.99,1.79,10,20,8410909070684,1,0,20,100952,,,,,,,,,,,,,,0
PAELLA MARINERA,GENERICA,1.52,2,10,20,8410416005063,1,0,20,,,,,,,,,,,,,,,0
TERNERA A LA JARDINERA,GENERICA,2.08,2.75,10,20,8410416006879,1,0,20,,,,,,,,,,,,,,,0
ARROZ DACSA BOMBA,ALIMENTACION,2.14,3.15,10,20,8410324001003,1,0,20,101557,,,,,,,,,,,,,,0
ARROZ DACSA,ALIMENTACION,0.93,1.25,10,20,8410324223412,1,0,20,220120,,,,,,,,,,,,,,0
GALLO FIDEUA 450 GR.,ALIMENTACION,0.6,1.1,10,20,8410069018427,1,0,20,,,,,,,,,,,,,,,0
BRILLANTE ARROZ BASMATI,ALIMENTACION,0.96,1.6,10,20,8410184800068,1,0,20,103304,,,,,,,,,,,,,,0
ATUN CALVO ACEITE DE OLIVA 4 LATAS,ALIMENTACION,2.35,3.5,10,20,8410090051370,1,0,20,101400,,,,,,,,,,,,,,0
ATUN CALVO ACEITE GIRASOL,ALIMENTACION,1.62,2.75,10,20,8410090010636,1,0,20,100226,,,,,,,,,,,,,,0
LA FALLERA ARROZ EXTRA 1 KG.,ALIMENTACION,1.35,1.7,10,20,8410084041110,1,0,20,220102,,,,,,,,,,,,,,0
BRILLANTE ARROZ INTEGRAL,ALIMENTACION,0.96,1.6,10,20,8410184800150,1,0,20,103228,,,,,,,,,,,,,,0
ATUN DE ACEITE GIRASOL NORO,GENERICA,1.02,1.35,10,20,8429583015461,1,0,20,,,,,,,,,,,,,,,0
SEMOLA DE ARROZ REX,GENERICA,0.64,0.85,10,20,8410901133059,1,0,20,,,,,,,,,,,,,,,0
CORAZONES DE ALCACHOFA CELORRIO,GENERICA,1.52,2,10,20,8411916302553,1,0,20,,,,,,,,,,,,,,,0
MAIZ DULCE,GENERICA,0.58,0.77,10,20,8436024690361,1,0,20,,,,,,,,,,,,,,,0
GUISANTES CELORRIO,GENERICA,0.76,1,10,20,8411916700069,1,0,20,,,,,,,,,,,,,,,0
LENTEJAS CON CHORIZO CAMINITO,GENERICA,0.84,1.15,10,20,8410683430025,1,0,20,,,,,,,,,,,,,,,0
COCIDO MADRILEðO,ALIMENTACION,0.84,1.25,10,20,8410683440024,1,0,20,101361,,,,,,,,,,,,,,0
ALBONDIGAS CON GUISANTES CAMINITO,GENERICA,0.84,1.15,10,20,8410683400028,1,0,20,,,,,,,,,,,,,,,0
FABADA ASTURIANA CAMINITO,GENERICA,0.87,1.15,10,20,8410683410027,1,0,20,,,,,,,,,,,,,,,0
HABAS CONDIMENTADAS LOZANO 400 GR,GENERICA,0.76,1,10,20,8412100034502,1,0,20,,,,,,,,,,,,,,,0
CELORRIO JUDIAS VERDES FINAS,ALIMENTACION,0.74,1.1,10,20,8411916305110,1,0,20,,,,,,,,,,,,,,,0
PISTO ORLANDO,ALIMENTACION,0.94,1.24,10,20,8410066004195,1,0,20,,,,,,,,,,,,,,,0
LITORAL FABADA ASTURIANA LITORAL,ALIMENTACION,1.26,1.75,10,20,8413000065504,1,0,20,120805,,,,,,,,,,,,,,0
ESPARRAGOS BLANCOS CELORRIO 330 GR,ALIMENTACION,1.12,1.75,10,20,8411916130965,1,0,20,102948,,,,,,,,,,,,,,0
LUENGO LENTEJAS COCIDAS 1 KG.,ALIMENTACION,0.6,0.98,10,20,8410505273014,1,0,20,150313,,,,,,,,,,,,,,0
HABAS CONDIMENTADAS LOZANO 840 GR,GENERICA,1.36,1.79,10,20,8412100044501,1,0,20,,,,,,,,,,,,,,,0
SEDA CALLOS 415 GR.,ALIMENTACION,1.58,2.35,10,20,8410683250029,1,0,20,101718,,,,,,,,,,,,,,0
PIMIENTO PIQUILLO TIRAS CELORRIO,GENERICA,0.83,1.1,10,20,8411916200552,1,0,20,,,,,,,,,,,,,,,0
TOMATE TRITURADO BELTORO,ALIMENTACION,0.32,0.6,10,20,8411499204206,1,0,20,141211,,,,,,,,,,,,,,0
LUENGO ALUBIAS COCIDAS 1 KG.,ALIMENTACION,0.6,0.98,10,20,8410505271010,1,0,20,102029,,,,,,,,,,,,,,0
CELORRIO MACEDONIA DE VERDURAS 1 KGR.,ALIMENTACION,0.7,1.1,10,20,8411916300245,1,0,20,102957,,,,,,,,,,,,,,0
TOMATE FRITO CASERO HIDA,ALIMENTACION,1.18,1.16,10,20,8424523030917,1,0,20,102268,,,,,,,,,,,,,,0
TOMATE ENTERO PELADO DEL TORO,ALIMENTACION,0.45,0.6,10,20,8411499204008,1,0,20,,,,,,,,,,,,,,,0
TOMATE TROCEADO DEL TORO,GENERICA,0.45,0.6,10,20,8411499204107,1,0,20,,,,,,,,,,,,,,,0
CARNE DE ALCACHOFA CELORRIO,GENERICA,1.14,1.5,10,20,8411916131214,1,0,20,,,,,,,,,,,,,,,0
MEZCLA DE SETAS TROCEADAS tio palancas,ALIMENTACION,0.8,1.1,10,20,8424626020419,1,0,20,102961,,,,,,,,,,,,,,0
HABAS TIERNAS CELORRIO,ALIMENTACION,0.75,1.1,10,20,8411916200323,1,0,20,102958,,,,,,,,,,,,,,0
CENTRO DE ALCACHFA CELORRIO,ALIMENTACION,1.35,2,10,20,8411916800035,1,0,20,102974,,,,,,,,,,,,,,0
CHAMPIðON ENTERO CELORRIO,GENERICA,0.76,1,10,20,8411916131139,1,0,20,,,,,,,,,,,,,,,0
CHAMPIðONES LAMINADOS CELORRIO,GENERICA,0.76,1,10,20,8411916130439,1,0,20,,,,,,,,,,,,,,,0
GARBANZOS ALTEZA,GENERICA,0.58,0.77,10,20,8480024740090,1,0,20,,,,,,,,,,,,,,,0
PIMIENTO ENTERO EXTRA CELORRIO,ALIMENTACION,0.83,1.1,10,20,8411916200408,1,0,20,,,,,,,,,,,,,,,0
ESPARRAGOS CORTOS CELORRIO,GENERICA,1.21,1.6,10,20,8411916300283,1,0,20,,,,,,,,,,,,,,,0
REMOLACHA RALLADA CELORRIO,GENERICA,0.76,1,10,20,8411916130613,1,0,20,,,,,,,,,,,,,,,0
ESPARRAGOS BLANCOS PELLI,GENERICA,1.52,2,10,20,8428626191124,1,0,20,,,,,,,,,,,,,,,0
LA MASIA SUMMUN ACEITE DE OLIVA 1║,ALIMENTACION,3.78,4.59,10,20,8432580121011,1,0,20,200202,,,,,,,,,,,,,,0
CARBONELL ORIGINAL 0.4,ALIMENTACION,3.78,4.69,10,20,8410010000181,1,0,20,200205,,,,,,,,,,,,,,0
VINAGRE DARRO,ALIMENTACION,0.4,0.63,10,20,8437011604538,1,0,20,330450,,,,,,,,,,,,,,0
ABRIL ACEITE DE GIRASOL,ALIMENTACION,2.99,3.39,10,20,8436001253466,1,0,20,101788,,,,,,,,,,,,,,0
ACEITE OLE OLEO 1 L.,ALIMENTACION,3.78,4.7,10,20,8437017947172,1,0,20,1941,,,,,,,,,,,,,,0
ACEITE REFINADO LA MASIA,ALIMENTACION,1.65,3.58,10,20,8432580211019,1,0,20,,,,,,,,,,,,,,,0
CHOVI SALSA BBQ,ALIMENTACION,0.79,1.1,10,20,8410422001950,1,0,20,101073,,,,,,,,,,,,,,0
KETCHUP CHOVI,ALIMENTACION,0.82,1.29,10,20,8410422002100,1,0,20,100259,,,,,,,,,,,,,,0
AJONESA CHOVI,ALIMENTACION,0.98,1.3,10,20,8410422001905,1,0,20,280114,,,,,,,,,,,,,,0
KRAF SALSA FINA MAHONESA,ALIMENTACION,0.94,1.65,10,20,8410066131334,1,0,20,103296,,,,,,,,,,,,,,0
SALSA CESAR CHOVI,ALIMENTACION,0.98,1.55,10,20,8410422002094,1,0,20,280114,,,,,,,,,,,,,,0
LIGERESA SALSA FINA,ALIMENTACION,1.48,1.99,10,20,8413800074805,1,0,20,103296,,,,,,,,,,,,,,0
TOMATE SOLIS,ALIMENTACION,0.5,0.79,10,20,7613032996246,1,0,20,140808,,,,,,,,,,,,,,0
GALLINA BLANCA CALDO CASERO DE CARNE,ALIMENTACION,1.08,1.65,10,20,8410300349044,1,0,20,250305,,,,,,,,,,,,,,0
GALLINA BLANCA CALDO CASERO DE POLLO,ALIMENTACION,1.08,1.65,10,20,8410300349051,1,0,20,250399,,,,,,,,,,,,,,0
GALLINA BLANCA CALDO CASERO DE COCIDO,ALIMENTACION,1.07,1.65,10,20,8410300349006,1,0,20,512115,,,,,,,,,,,,,,0
GALLINA BLANCA SOPA DE VERDURAS,ALIMENTACION,0.38,0.55,10,20,8410300101796,1,0,20,250216,,,,,,,,,,,,,,0
SOPA DE TERNERA CON ESTRELLITAS GALLINA,ALIMENTACION,0.42,0.55,10,20,8410300101642,1,0,20,,,,,,,,,,,,,,,0
SOPA DE POLLO CON FIDEOS FINOS G.BLACA,ALIMENTACION,0.38,0.55,10,20,8410300101598,1,0,20,,,,,,,,,,,,,,,0
PATE LA PIARA TAPA NEGRA,ALIMENTACION,2.16,2.85,10,20,8412500922072,1,0,20,,,,,,,,,,,,,,,0
PATE SUAVE LA PIARA,ALIMENTACION,0.76,1,10,20,8412500370521,1,0,20,,,,,,,,,,,,,,,0
PASTA DE CANELONES EL PAVO,ALIMENTACION,0.62,0.82,10,20,8410173069599,1,0,20,,,,,,,,,,,,,,,0
PASTILLAS DE CARNE KNORR,ALIMENTACION,0.92,1.2,10,20,8412200028005,1,0,20,250309,,,,,,,,,,,,,,0
PLACAS PRECOCI LASAðA EL PAVO,ALIMENTACION,0.92,1.22,10,20,8410173072025,1,0,20,,,,,,,,,,,,,,,0
AVECREM POLLO GALLINA BLANCA,ALIMENTACION,0.7,1.25,10,20,8410300353058,1,0,20,250314,,,,,,,,,,,,,,0
CHOVI MOSTAZA AMARILLA 300 GR.,ALIMENTACION,0.59,1.75,10,20,8410422001929,1,0,20,280414,,,,,,,,,,,,,,0
MELOCOTON MITADES CELORRIO,ALIMENTACION,1.35,1.8,10,20,8411916300023,1,0,20,,,,,,,,,,,,,,,0
CALDO CASERO DE PESCADO G. BLANCA,ALIMENTACION,1.08,1.65,10,20,8410300349020,1,0,20,512130,,,,,,,,,,,,,,0
CALDO CASERO DE POLLO DON SIMON,ALIMENTACION,0.63,1.19,10,20,8410261759333,1,0,20,754004,,,,,,,,,,,,,,0
CREMA DE VERDURAS KNORR,ALIMENTACION,1.25,1.89,10,20,8717163889107,1,0,20,102587,,,,,,,,,,,,,,0
PURE DE PATAT MAGGY,ALIMENTACION,0.6,0.79,10,20,8410100065106,1,0,20,,,,,,,,,,,,,,,0
PIðA EN RODAJAS CELORRIO,ALIMENTACION,1.86,2.45,10,20,8411916306148,1,0,20,,,,,,,,,,,,,,,0
PIðA EN RODAJAS EN SU JUGO PELLI,ALIMENTACION,1.85,2.3,10,20,8428626216117,1,0,20,,,,,,,,,,,,,,,0
PECHUGA DE PLO RIBEIRA,ALIMENTACION,1.36,1.8,10,20,8429583016765,1,0,20,,,,,,,,,,,,,,,0
MAYONESA CELORRIO,ALIMENTACION,1.06,1,10,20,8411916202471,1,0,20,,,,,,,,,,,,,,,0
TORTAS GAZPACHO EL PASTOR DE LA MANCHA,ALIMENTACION,0.39,0.51,10,20,8413259000448,1,0,20,,,,,,,,,,,,,,,0
ZANAHORIA RALLADA CELORRIO,ALIMENTACION,0.76,1,10,20,8411916202754,1,0,20,,,,,,,,,,,,,,,0
MAYONESA MUSA,ALIMENTACION,0.69,1,10,20,8431594003009,1,0,20,280102,,,,,,,,,,,,,,0
PATE JAMON LA PIARA,ALIMENTACION,0.76,1,10,20,8410762002280,1,0,20,,,,,,,,,,,,,,,0
PATE FINAS HIERBAS CASA TARRADELLAS,ALIMENTACION,0.76,1,10,20,8410762002341,1,0,20,,,,,,,,,,,,,,,0
PATE DE SALMON CASA TARRADELLAS,ALIMENTACION,0.76,1,10,20,8410762002273,1,0,20,,,,,,,,,,,,,,,0
POTITO HERO BABY ARROZ CON POLLO,ALIMENTACION,0.69,0.95,10,20,8410175050120,1,0,20,100589,,,,,,,,,,,,,,0
POTITO HERO BABY VERD CON PAVO,ALIMENTACION,0.82,1.1,10,20,8410175052421,1,0,20,,,,,,,,,,,,,,,0
POTITO HERO BABY VERD CON MERLUZA,ALIMENTACION,0.72,0.95,10,20,8410175052223,1,0,20,,,,,,,,,,,,,,,0
POTITO HERO BABY CREMA DE MECHA CON LEN,ALIMENTACION,0.64,0.85,10,20,8410175050526,1,0,20,,,,,,,,,,,,,,,0
POTITO HERO BABY FRUTAS VARIADAS,ALIMENTACION,0.72,0.95,10,20,8410175050625,1,0,20,,,,,,,,,,,,,,,0
DOLCE GUSTO LATE MACCHIATO VAINILLA,GENERICA,3.17,4.19,10,20,7613037787801,1,0,20,,,,,,,,,,,,,,,0
DOLCE GUSTO MARRAKESH TEA,ALIMENTACION,3.87,4.85,10,20,7613038901954,1,0,20,,,,,,,,,,,,,,,0
DOLCE GUSTO NESQUIK,ALIMENTACION,3.87,4.19,10,20,7613033162183,1,0,20,963503,,,,,,,,,,,,,,0
DOLCE GUSTO MILK TEA,ALIMENTACION,3.87,4.59,10,20,7613036601528,1,0,20,,,,,,,,,,,,,,,0
DOLCE GUSTO CORTADO DESC,GENERICA,3.3,4.5,10,20,7613033494314,1,0,20,,,,,,,,,,,,,,,0
DOLCE GUSTO CAFE CON LECHE,ALIMENTACION,3.37,4.19,10,20,7613033174667,1,0,20,963502,,,,,,,,,,,,,,0
DOLCE GUSTO CORTADO EXPRESO,GENERICA,3.3,4.5,10,20,7613032396350,1,0,20,,,,,,,,,,,,,,,0
DOLCE GUSTO MOCKA,ALIMENTACION,3.87,4.59,10,20,7613032349523,1,0,20,,,,,,,,,,,,,,,0
DOLCE GUSTO CAFE AU LAIT DELICATO,ALIMENTACION,3.87,4.59,10,20,7613037477481,1,0,20,,,,,,,,,,,,,,,0
DOLCE GUSTO CAFE AU LAIT INTENSO,ALIMENTACION,3.87,4.5,10,20,7613036145831,1,0,20,,,,,,,,,,,,,,,0
DOLCE GUSTO CAPPUCCINO,ALIMENTACION,3.87,4.59,10,20,7613036271882,1,0,20,250161,,,,,,,,,,,,,,0
DOLCE GUSTO CHOCOCINO,ALIMENTACION,3.87,4.59,10,20,7613035690639,1,0,20,,,,,,,,,,,,,,,0
DOLCE GUSTO GRANDE INTENSO,ALIMENTACION,3.87,4.59,10,20,7613032913250,1,0,20,,,,,,,,,,,,,,,0
DOLCE GUSTO ESPRESSO,ALIMENTACION,3.87,4.59,10,20,7613037931136,1,0,20,101334,,,,,,,,,,,,,,0
DOLCE GUSTO CAFE CON LECHE DESC,ALIMENTACION,3.87,4.59,10,20,7613035397934,1,0,20,,,,,,,,,,,,,,,0
DOLCE GUSTO CAFE ESPRESO PERU,ALIMENTACION,3.87,4.59,10,20,7613036323864,1,0,20,,,,,,,,,,,,,,,0
DOLCE GUSTO CAFE COLOMBIA,ALIMENTACION,3.87,4.59,10,20,7613036318105,1,0,20,,,,,,,,,,,,,,,0
DOLCE GUSTO BONKA ESPRESSO 16 UD,ALIMENTACION,3.87,4.5,10,20,7613033113758,1,0,20,963504,,,,,,,,,,,,,,0
DOLCE GUSTO RISTRETTO BARISTA,ALIMENTACION,3.3,4.5,10,20,7613036867849,1,0,20,100033,,,,,,,,,,,,,,0
DOLCE GUSTO RITRETTO ARDENZA,ALIMENTACION,3.87,4.5,10,20,7613034704436,1,0,20,101646,,,,,,,,,,,,,,0
DOLCE GUSTO ESPRESO INTENSO,ALIMENTACION,3.87,4.5,10,20,7613036862295,1,0,20,250160,,,,,,,,,,,,,,0
DOLCE GUSTO INTENSO DESC,ALIMENTACION,3.87,4.5,10,20,7613035260924,1,0,20,250160,,,,,,,,,,,,,,0
DOLCE GUSTO LUNGO,ALIMENTACION,3.87,4.5,10,20,7613037883602,1,0,20,100526,,,,,,,,,,,,,,0
DOLCE GUSTO ESPRESSO DESC,ALIMENTACION,3.87,4.5,10,20,7613035260658,1,0,20,,,,,,,,,,,,,,,0
PULEVA SIN LACTOSA SEMI,ALIMENTACION,0.85,1.18,4,20,8411700001600,1,0,20,100074,,,,,,,,,,,,,,0
LECHE CENTRAL LECHERA ASTURIANA DESN,GENERICA,0.97,1.21,4,20,9004380126705,1,0,20,,,,,,,,,,,,,,,0
PULEVA SIN LACTOSA DESN,ALIMENTACION,0.85,1.18,4,20,8411700001624,1,0,20,100075,,,,,,,,,,,,,,0
LECHE PASCUAL SEMI,ALIMENTACION,0.78,0.99,4,20,8410128010119,1,0,20,850401,,,,,,,,,,,,,,0
LECHE PASCUAL CALCIO VIT D DESNA,ALIMENTACION,1.08,1.35,4,20,8410128010195,1,0,20,,,,,,,,,,,,,,,0
PULEVA VITA CALCIO DESNATQADA 1.L,ALIMENTACION,0.97,1.34,4,20,8411700004663,1,0,20,850517,,,,,,,,,,,,,,0
LECHE PASCUAL DESNATADA  1 L.,ALIMENTACION,0.78,0.84,4,20,8410128010225,1,0,20,850503,,,,,,,,,,,,,,0
LECHE ASTURIANA ENTERA 1.5 L.,ALIMENTACION,1.16,1.35,4,20,8410297010200,1,0,20,850301,,,,,,,,,,,,,,0
LECHE ASTURIANA SEMI 1.5 L.,ALIMENTACION,1.16,1.35,4,20,8410297111150,1,0,20,850501,,,,,,,,,,,,,,0
DON SIMON ZUMO NARANJA 1 L.,ALIMENTACION,0.78,1.25,10,20,8410261160108,1,0,20,500761,,,,,,,,,,,,,,0
DON SIMON NECTAR MELOCOTON S/AZUCAR 1 L.,ALIMENTACION,0.68,0.99,21,20,8410261650128,1,0,20,500687,,,,,,,,,,,,,,0
DON SIMON NECTAR PIÐA S/AZUCAR 1 L.,ALIMENTACION,0.68,0.99,21,20,8410261650111,1,0,20,500685,,,,,,,,,,,,,,0
DON SIMON ZUMO MANZANA 1 L.,ALIMENTACION,0.78,1.25,10,20,8410261380100,1,0,20,500764,,,,,,,,,,,,,,0
DON SIMON ZUMO DE PIÐA 1L.,ALIMENTACION,0.78,1.25,10,20,8410261210100,1,0,20,500762,,,,,,,,,,,,,,0
DON SIMON ZUMO MELOCOTON 1L,ALIMENTACION,0.78,1.13,10,20,8410261240107,1,0,20,500763,,,,,,,,,,,,,,0
LECHE PASCUAL ENTERA,ALIMENTACION,0.78,0.99,4,20,8410128010096,1,0,20,850303,,,,,,,,,,,,,,0
LECHE ASTURIANA ALPRO AVENA,ALIMENTACION,1.3,1.75,10,20,5411188136217,1,0,20,850831,,,,,,,,,,,,,,0
DON SIMON NECTAR NARANJA S/AZUCAR,ALIMENTACION,0.68,0.99,21,20,8410261650104,1,0,20,500686,,,,,,,,,,,,,,0
CHUFI ORIGINA,ALIMENTACION,1.08,1.49,10,20,8411610006290,1,0,20,500301,,,,,,,,,,,,,,0
CHUFI ORIGINAL SIN AZUCAR,GENERICA,1.08,1.43,10,20,8411610004197,1,0,20,,,,,,,,,,,,,,,0
CAFE GINO FERRETI 1KG,GENERICA,3.75,4.95,10,20,8437014740165,1,0,20,,,,,,,,,,,,,,,0
