NOMBRE,FAMILIA,PRECIO_COMPRA,PRECIO_COMPRA_IVA,PRECIO_VENTA,IVA,MARGEN_AJUSTADO,MARGEN,EAN,ALTA,CANTIDAD,CANTIDAD_RESTOCK,PROVEEDOR,,P_COMPRA,PRECIO_COMPRA_CALC,Redo
VIGOROSO BLANCO,BEBIDAS,0.87,1.0527,1.49,21,20,41.54079985,8437014722154,,0,20,PRINCESALISIMO S.L.,,0.87,0.87,0.87
LAMBRUSCO RESERVA ROSADO,OTROS,2.47,2.9887,2.99,21,20,0.04349717268,4006477005124,,0,20,,,0,2.05922865,2.06
CASTILLO DE LIRIA ROSADO,BEBIDAS,1.78,2.1538,2.5,21,20,16.07391587,8410310025013,,0,20,PRINCESALISIMO S.L.,,1.78,1.78,1.78
SANDARA BLANCO ESPUMANTE,BEBIDAS,2.45,2.9645,4.25,21,20,43.36313038,8410310610684,,0,20,PRINCESALISIMO S.L.,,2.45,2.45,2.45
PEÐASCAL VINO ROSADO 75 CL.,BEBIDAS,2.45,2.9645,3.48,21,20,17.3891044,8410849000178,,0,20,PRINCESALISIMO S.L.,,2.45,2.45,2.45
CASTILLO DE LIRIA BOBAL SHIRAZ TINTO,BEBIDAS,1.78,2.1538,2.6,21,20,20.7168725,8410310025020,,0,20,PRINCESALISIMO S.L.,,1.78,1.78,1.78
VALDONDIEGO TINTO,OTROS,2.46,2.9766,2.98,21,20,0.1142242827,8437002368319,,0,20,,,0,2.052341598,2.05
DON GARCIA VINO BLANCO BRIK 1 L.,BEBIDAS,0.64,0.7744,0.97,21,20,25.25826446,8410261033112,,0,20,PRINCESALISIMO S.L.,,0.64,0.64,0.64
DON GARCIA VINO TINTO BRIK 1 L.,BEBIDAS,0.64,0.7744,0.97,21,20,25.25826446,8410261031187,,0,20,PRINCESALISIMO S.L.,,0.64,0.64,0.64
DON SIMON SANGRIA 1L.,BEBIDAS,0.96,1.1616,1.43,21,20,23.10606061,8410261151625,,0,20,PRINCESALISIMO S.L.,,0.96,0.96,0.96
VIGOROSO TINTO,BEBIDAS,0.84,1.0164,1.49,21,20,46.59582841,8437002757496,,0,20,PRINCESALISIMO S.L.,,0.84,0.84,0.84
DON SIMON TINTO DE VERANO LIMON 1.5 L,BEBIDAS,0.8,0.968,1.43,21,20,47.72727273,8410261152011,,0,20,PRINCESALISIMO S.L.,,0.8,0.8,0.8
DON SIMON TINTO DE VERANO CLASICO 1.5 L,BEBIDAS,0.95,1.1495,1.43,21,20,24.40191388,8410261152004,,0,20,PRINCESALISIMO S.L.,,0.95,0.95,0.95
TOCIRIZOS BBQ,SNACKS,0.64,0.704,1.25,10,20,77.55681818,8436532895227,,0,20,DISTRIBUIDORA LEVANTINA DE PASTELERIA S.L.,,0.64,0.64,0.64
GREFUTUBO,SNACKS,0.66,0.726,1,10,20,37.74104683,8413164009079,,0,20,GREFUSA S.L.,,0.66,0.66,0.66
PIPAS MAXI-TIJUANA,SNACKS,1.05,1.155,1.65,10,20,42.85714286,8413164016916,,0,20,GREFUSA S.L.,,1.05,1.05,1.05
TOCIRIZOS SAL,SNACKS,0.66,0.726,1.25,10,20,72.17630854,8436532895210,,0,20,DISTRIBUIDORA LEVANTINA DE PASTELERIA S.L.,,0.66,0.66,0.66
GREFUSA PIPAS MAXI-SAL,SNACKS,1.05,1.155,1.5,10,20,29.87012987,8413164016879,,0,20,GREFUSA S.L.,,1.05,1.05,1.05
PIPONAZO ORIGINAL 160 GR GREFUSA MAXI AH,SNACKS,1.05,1.155,1.65,10,20,42.85714286,8413164018538,,0,20,GREFUSA S.L.,,1.05,1.05,1.05
PIPONAZO ORIGINAL 95 GR GREFUSA,SNACKS,0.7,0.77,1.1,10,20,42.85714286,8413164016992,,0,20,GREFUSA S.L.,,0.7,0.7,0.7
MISTER CORN 5 MIX CLASSIC GREFUSA,SNACKS,0.7,0.77,1.2,10,20,55.84415584,8413164012932,,0,20,GREFUSA S.L.,,0.7,0.7,0.7
MISTER CORN ORIGINAL,SNACKS,0.7,0.77,1,10,20,29.87012987,8413164002315,,0,20,GREFUSA S.L.,,0.7,0.7,0.7
TEXICOS,OTROS,1.92,2.112,2.35,10,20,11.26893939,8410564035677,,0,20,,,0,1.78030303,1.78
COCKTEL SNACK,OTROS,1.92,2.112,2.35,10,20,11.26893939,8410564035219,,0,20,,,0,1.78030303,1.78
BOCAFRITS,OTROS,1.92,2.112,2.35,10,20,11.26893939,8410564034205,,0,20,,,0,1.78030303,1.78
MIX BARBACOA,OTROS,1.23,1.353,1.5,10,20,10.86474501,8413164015599,,0,20,,,0,1.136363636,1.14
MIX PICANTE,OTROS,1.23,1.353,1.5,10,20,10.86474501,8413164015605,,0,20,,,0,1.136363636,1.14
CACAHUETE TOSTADO SAL,OTROS,0.98,1.078,1.2,10,20,11.31725417,8435450722585,,0,20,,,0,0.9090909091,0.91
CACAHUETE TOSTADO SIN SAL,OTROS,0.98,1.078,1.2,10,20,11.31725417,8435450722622,,0,20,,,0,0.9090909091,0.91
COCTELEO ORIGINAL,OTROS,1.92,2.112,2.35,10,20,11.26893939,8410564011145,,0,20,,,0,1.78030303,1.78
COCTELEO CHILI,OTROS,1.92,2.112,2.35,10,20,11.26893939,8410564010537,,0,20,,,0,1.78030303,1.78
CACAO PELADO,OTROS,0.82,0.902,1,10,20,10.86474501,8435450722578,,0,20,,,0,0.7575757576,0.76
CAMPESINAS GREFUSA,SNACKS,0.7,0.77,1.2,10,20,55.84415584,8413164020456,,0,20,GREFUSA S.L.,,0.7,0.7,0.7
TIRAS BACON GREFUSA,SNACKS,0.7,0.77,1,10,20,29.87012987,8413164014127,,0,20,GREFUSA S.L.,,0.7,0.7,0.7
ONDULADAS JAMON GREFUSA,SNACKS,0.84,0.924,1.2,10,20,29.87012987,8413164020449,,0,20,GREFUSA S.L.,,0.84,0.84,0.84
BOOM TIJUANA,SNACKS,0.7,0.77,1.2,10,20,55.84415584,8413164021187,,0,20,GREFUSA S.L.,,0.7,0.7,0.7
GUBLINS X-TREME,SNACKS,0.7,0.77,1.1,10,20,42.85714286,8413164015483,,0,20,GREFUSA S.L.,,0.7,0.7,0.7
GUBLINS BBQ,SNACKS,0.7,0.77,1.1,10,20,42.85714286,8413164001844,,0,20,GREFUSA S.L.,,0.7,0.7,0.7
CONOS GREFUSA,SNACKS,0.7,0.77,1,10,20,29.87012987,8413164012963,,0,20,GREFUSA S.L.,,0.7,0.7,0.7
STICKS KETCHUP Y QUESO,SNACKS,0.7,0.77,1,10,20,29.87012987,8413164001851,,0,20,GREFUSA S.L.,,0.7,0.7,0.7
PAPAS SANTA ANA,SNACKS,0.73,0.803,1,10,20,24.53300125,8410199013705,,0,20,PEPSICO FOODS AIE,,0.73,0.73,0.73
LAYS PUNTO DE SAL,OTROS,1.06,1.166,1.3,10,20,11.4922813,8410199021120,,0,20,,,0,0.9848484848,0.98
NACHOS GREFUSA,OTROS,0.82,0.902,1,10,20,10.86474501,8413164012871,,0,20,,,0,0.7575757576,0.76
CHETOS STIICKS,SNACKS,0.86,0.946,1.2,10,20,26.84989429,8410199020734,,0,20,PRINCESALISIMO S.L.,,0.86,0.86,0.86
CHETOS PANDILLA,SNACKS,0.86,0.946,1.2,10,20,26.84989429,8410199020765,,0,20,PEPSICO FOODS AIE,,0.86,0.86,0.86
LAYS CAMPESINAS 125GR.,SNACKS,1.1,1.21,1.35,10,20,11.57024793,8410199019769,,0,20,PEPSICO FOODS AIE,,0,1.022727273,1.02
CORTEZAS DE TRIGO GREFUSA,SNACKS,0.7,0.77,1,10,20,29.87012987,8413164012888,,0,20,GREFUSA S.L.,,0.7,0.7,0.7
PAPAS GOURMET ESCRIBA 180 GR,SNACKS,0.66,0.726,1,10,20,37.74104683,8414458000437,,0,20,DISTRIBUIDORA LEVANTINA DE PASTELERIA S.L.,,0.66,0.66,0.66
PATATAS DUSO 145 GR.,ALIMENTACION,0.72,0.792,1.1,10,20,38.88888889,8412920002002,,0,20,PRINCESALISIMO S.L.,,0.72,0.72,0.72
CONOS 3D LAYS,SNACKS,0.98,1.078,1.2,10,20,11.31725417,8410199020789,,0,20,PEPSICO FOODS AIE,,0,0.9090909091,0.91
DORITOS BITS,SNACKS,0.68,0.748,1,10,20,33.68983957,8410199012319,,0,20,PEPSICO FOODS AIE,,0.68,0.68,0.68
BOCABITS,SNACKS,1.02,1.122,1.25,10,20,11.40819964,8410199022431,,0,20,PEPSICO FOODS AIE,,0,0.946969697,0.95
AROS DE MAIZ,OTROS,0.82,0.902,1,10,20,10.86474501,8413164014103,,0,20,,,0,0.7575757576,0.76
PAPADELTA GREFUSA,SNACKS,0.7,0.77,1.1,10,20,42.85714286,8413164002483,,0,20,GREFUSA S.L.,,0.7,0.7,0.7
DORITOS CHILI,SNACKS,1.23,1.353,1.5,10,20,10.86474501,8410199022646,,0,20,PEPSICO FOODS AIE,,0,1.136363636,1.14
PAPAS LAYS GOURMET,OTROS,1.23,1.353,1.5,10,20,10.86474501,8410199004734,,0,20,,,0,1.136363636,1.14
RUFLES JAMON 125GR,SNACKS,1.1,1.21,1.35,10,20,11.57024793,8410199019721,,0,20,PEPSICO FOODS AIE,,0,1.022727273,1.02
ALTRAMUCES,OTROS,1.35,1.485,1.65,10,20,11.11111111,8410564028044,,0,20,,,0,1.25,1.25
CALVO MEJILLONES,ALIMENTACION,1.02,1.122,1.16,10,20,3.386809269,8410090710543,,0,20,PRINCESALISIMO S.L.,,1.02,1.02,1.02
BONITO DEL NORTE RIVEIRA,OTROS,1.27,1.397,1.55,10,20,10.95204009,8429583003949,,0,20,,,0,1.174242424,1.17
BONITO DEL NORTE BOYA,ALIMENTACION,1.08,1.188,1.54,10,20,29.62962963,8411945002158,,0,20,PRINCESALISIMO S.L.,,1.08,1.08,1.08
SARDINAS RIVEIRA,OTROS,0.6,0.66,0.74,10,20,12.12121212,8429583004762,,0,20,,,0,0.5606060606,0.56
FILETES DE CABALLA,OTROS,1.27,1.397,1.55,10,20,10.95204009,8411555070028,,0,20,,,0,1.174242424,1.17
MEJILLONES EN ESCABECHE RIVEIRA,OTROS,0.94,1.034,1.15,10,20,11.21856867,8429583004885,,0,20,,,0,0.8712121212,0.87
BERBERECHOS SAGRES,OTROS,1.55,1.705,1.9,10,20,11.43695015,8429583013351,,0,20,,,0,1.439393939,1.44
BAYMAR BERBERECHOS,ALIMENTACION,1.75,1.925,2.85,10,20,48.05194805,8425930115006,,0,20,PRINCESALISIMO S.L.,,1.75,1.75,1.75
PRINGLESSABOR JAMON,OTROS,1.72,1.892,2.1,10,20,10.99365751,5053990127603,,0,20,,,0,1.590909091,1.59
HUEVOS L DOCENA,OTROS,1.85,1.924,1.8,4,20,-6.444906445,8437003470721,,0,20,,,1.85,1.85,1.85
HUEVOS XL DOCENA,ALIMENTACION,2.15,2.236,2.5,4,20,11.80679785,8437003470707,,0,20,,,2.15,2.15,2.15
PRINGLES ORIGINAL,OTROS,1.72,1.892,2.1,10,20,10.99365751,5053990127726,,0,20,,,0,1.590909091,1.59
COCKTEL LA PINTA OLIVAS,OTROS,3.39,3.729,4.15,10,20,11.28989005,8412510115044,,0,20,,,0,3.143939394,3.14
ACEITUNAS DE SOSA,OTROS,3.39,3.729,4.15,10,20,11.28989005,8412510114580,,0,20,,,0,3.143939394,3.14
OLIVAS MOJO PICON,OTROS,3.39,3.729,4.15,10,20,11.28989005,8412510115105,,0,20,,,0,3.143939394,3.14
PRINGLES CREAM & ONION,OTROS,1.72,1.892,2.1,10,20,10.99365751,5053990127740,,0,20,,,0,1.590909091,1.59
LA ESPAÐOLA OLIVA,ALIMENTACION,1.1,1.21,1.35,10,20,11.57024793,8410226011537,,0,20,,,0,1.022727273,1.02
OLIVAS RELLENAS DE ANCHOA ALTEZA,OTROS,0.71,0.781,0.87,10,20,11.39564661,8480024738394,,0,20,,,0,0.6590909091,0.66
EXPLANADA ACEITUNA RELLENA ANCHOA,ALIMENTACION,0.72,0.792,1.29,10,20,62.87878788,8410791114015,,0,20,PRINCESALISIMO S.L.,,0.72,0.72,0.72
OLIVAS LA ESPAÐOLA NEGRAS CON HUESO,OTROS,1.18,1.298,1.45,10,20,11.71032357,8410226017027,,0,20,,,0,1.098484848,1.1
BANDERILLA PICANTE,OTROS,1.02,1.122,1.25,10,20,11.40819964,8413236750267,,0,20,,,0,0.946969697,0.95
VARIANTES EN VINAGRE CORBI,ALIMENTACION,0.75,0.825,1.45,10,20,75.75757576,8413236720208,,0,20,PRINCESALISIMO S.L.,,0.75,0.75,0.75
PEPINILLOS EN VINAGRE,OTROS,1.14,1.254,1.4,10,20,11.64274322,8410134024285,,0,20,,,0,1.060606061,1.06
ACEITUNAS GAZPACHA,OTROS,1.63,1.793,2,10,20,11.54489682,8413236730108,,0,20,,,0,1.515151515,1.52
ACEITUNAS CHUPADEDOS,OTROS,1.84,2.024,2.25,10,20,11.16600791,8413236730702,,0,20,,,0,1.704545455,1.7
ACEITUNAS MANZANILLA SABOR ANCHOA,OTROS,1.84,2.024,2.25,10,20,11.16600791,8413236730061,,0,20,,,0,1.704545455,1.7
PIMIENTO VERDE EN SALMUERA,OTROS,1.84,2.024,2.25,10,20,11.16600791,8413236390319,,0,20,,,0,1.704545455,1.7
ACEITUNAS PARTIDAS,OTROS,1.63,1.793,1.99,10,20,10.98717234,8412510117383,,0,20,,,0,1.507575758,1.51
ECEITUNAS NEGRAS DE ARAGON,OTROS,1.55,1.705,1.9,10,20,11.43695015,8413236720161,,0,20,,,0,1.439393939,1.44
YATEKOMO ORIENTAL,ALIMENTACION,0.65,0.715,1.2,10,20,67.83216783,8410300349976,,0,20,PRINCESALISIMO S.L.,,0.65,0.65,0.65
YATEKOMO POLLO,ALIMENTACION,0.72,0.792,1.21,10,20,52.77777778,8410300349952,,0,20,PRINCESALISIMO S.L.,,0.72,0.72,0.72
ATUN ACEITE DE GIRASOL NORO 900GR,OTROS,4.37,4.807,5.35,10,20,11.29602663,8429583015966,,0,20,,,0,4.053030303,4.05
GALLO FIDEO N║ 1 450 GR.,ALIMENTACION,0.79,0.869,1.1,10,20,26.58227848,8410069018328,,0,20,PRINCESALISIMO S.L.,,0.79,0.79,0.79
MACARRONES PLUMA N6,ALIMENTACION,0.7,0.77,0.9,10,20,16.88311688,8410069002266,,0,20,PRINCESALISIMO S.L.,,0.7,0.7,0.7
GALLO SPAGUETTTI N║3 500 GRS,ALIMENTACION,0.79,0.869,1.1,10,20,26.58227848,8410069002457,,0,20,PRINCESALISIMO S.L.,,0.79,0.79,0.79
GALLO FIDEOS N 0  500 GRS.,ALIMENTACION,0.79,0.869,1.19,10,20,36.93901036,8410069018311,,0,20,PRINCESALISIMO S.L.,,0.79,0.79,0.79
GALLO HELICES VEGETALES 500. GRS.,ALIMENTACION,1.15,1.265,1.65,10,20,30.43478261,8410069017925,,0,20,PRINCESALISIMO S.L.,,1.15,1.15,1.15
GALLO MARAVILLA 450 GRS.,ALIMENTACION,0.79,0.869,0.89,10,20,2.416570771,8410069018380,,0,20,PRINCESALISIMO S.L.,,0.79,0.79,0.79
LENTEJAS FERRADURA,ALIMENTACION,0.69,0.759,1.29,10,20,69.96047431,8410909200487,,0,20,PRINCESALISIMO S.L.,,0.69,0.69,0.69
FIFEOS N4,OTROS,0.81,0.891,0.99,10,20,11.11111111,8410069018403,,0,20,,,0,0.75,0.75
ARROZ LA TERRETA,OTROS,0.69,0.759,0.85,10,20,11.98945982,8410892100542,,0,20,,,0,0.6439393939,0.64
FERRADURA GARBANZOS,ALIMENTACION,0.99,1.089,1.79,10,20,64.37098255,8410909070684,,0,20,PRINCESALISIMO S.L.,,0.99,0.99,0.99
PAELLA MARINERA,OTROS,1.63,1.793,2,10,20,11.54489682,8410416005063,,0,20,,,0,1.515151515,1.52
TERNERA A LA JARDINERA,OTROS,2.25,2.475,2.75,10,20,11.11111111,8410416006879,,0,20,,,0,2.083333333,2.08
ARROZ DACSA BOMBA,ALIMENTACION,2.14,2.354,3.15,10,20,33.81478335,8410324001003,,0,20,PRINCESALISIMO S.L.,,2.14,2.14,2.14
ARROZ DACSA,ALIMENTACION,0.93,1.023,1.25,10,20,22.18963832,8410324223412,,0,20,PRINCESALISIMO S.L.,,0.93,0.93,0.93
GALLO FIDEUA 450 GR.,ALIMENTACION,0.6,0.66,1.1,10,20,66.66666667,8410069018427,,0,20,PRINCESALISIMO S.L.,,0.6,0.6,0.6
BRILLANTE ARROZ BASMATI,ALIMENTACION,0.96,1.056,1.6,10,20,51.51515152,8410184800068,,0,20,PRINCESALISIMO S.L.,,0.96,0.96,0.96
ATUN CALVO ACEITE DE OLIVA 4 LATAS,ALIMENTACION,2.35,2.585,3.5,10,20,35.39651838,8410090051370,,0,20,PRINCESALISIMO S.L.,,2.35,2.35,2.35
ATUN CALVO ACEITE GIRASOL,ALIMENTACION,1.62,1.782,2.75,10,20,54.32098765,8410090010636,,0,20,PRINCESALISIMO S.L.,,1.62,1.62,1.62
LA FALLERA ARROZ EXTRA 1 KG.,ALIMENTACION,1.35,1.485,1.7,10,20,14.47811448,8410084041110,,0,20,PRINCESALISIMO S.L.,,1.35,1.35,1.35
BRILLANTE ARROZ INTEGRAL,ALIMENTACION,0.96,1.056,1.6,10,20,51.51515152,8410184800150,,0,20,PRINCESALISIMO S.L.,,0.96,0.96,0.96
ATUN DE ACEITE GIRASOL NORO,OTROS,1.1,1.21,1.35,10,20,11.57024793,8429583015461,,0,20,,,0,1.022727273,1.02
SEMOLA DE ARROZ REX,OTROS,0.69,0.759,0.85,10,20,11.98945982,8410901133059,,0,20,,,0,0.6439393939,0.64
CORAZONES DE ALCACHOFA CELORRIO,OTROS,1.63,1.793,2,10,20,11.54489682,8411916302553,,0,20,,,0,1.515151515,1.52
MAIZ DULCE,OTROS,0.63,0.693,0.77,10,20,11.11111111,8436024690361,,0,20,,,0,0.5833333333,0.58
GUISANTES CELORRIO,OTROS,0.82,0.902,1,10,20,10.86474501,8411916700069,,0,20,,,0,0.7575757576,0.76
LENTEJAS CON CHORIZO CAMINITO,OTROS,0.84,0.924,1.15,10,20,24.45887446,8410683430025,,0,20,,,0.84,0.84,0.84
COCIDO MADRILEðO,ALIMENTACION,0.84,0.924,1.25,10,20,35.28138528,8410683440024,,0,20,PRINCESALISIMO S.L.,,0.84,0.84,0.84
ALBONDIGAS CON GUISANTES CAMINITO,OTROS,0.84,0.924,1.15,10,20,24.45887446,8410683400028,,0,20,,,0.84,0.84,0.84
FABADA ASTURIANA CAMINITO,OTROS,0.94,1.034,1.15,10,20,11.21856867,8410683410027,,0,20,,,0,0.8712121212,0.87
HABAS CONDIMENTADAS LOZANO 400 GR,OTROS,0.82,0.902,1,10,20,10.86474501,8412100034502,,0,20,,,0,0.7575757576,0.76
CELORRIO JUDIAS VERDES FINAS,ALIMENTACION,0.74,0.814,1.1,10,20,35.13513514,8411916305110,,0,20,PRINCESALISIMO S.L.,,0.74,0.74,0.74
PISTO ORLANDO,ALIMENTACION,1.01,1.111,1.24,10,20,11.61116112,8410066004195,,0,20,,,0,0.9393939394,0.94
LITORAL FABADA ASTURIANA LITORAL,ALIMENTACION,1.26,1.386,1.75,10,20,26.26262626,8413000065504,,0,20,PRINCESALISIMO S.L.,,1.26,1.26,1.26
ESPARRAGOS BLANCOS CELORRIO 330 GR,ALIMENTACION,1.12,1.232,1.75,10,20,42.04545455,8411916130965,,0,20,PRINCESALISIMO S.L.,,1.12,1.12,1.12
LUENGO LENTEJAS COCIDAS 1 KG.,ALIMENTACION,0.6,0.66,0.98,10,20,48.48484848,8410505273014,,0,20,PRINCESALISIMO S.L.,,0.6,0.6,0.6
HABAS CONDIMENTADAS LOZANO 840 GR,OTROS,1.46,1.606,1.79,10,20,11.45703611,8412100044501,,0,20,,,0,1.356060606,1.36
SEDA CALLOS 415 GR.,ALIMENTACION,1.58,1.738,2.35,10,20,35.21288838,8410683250029,,0,20,PRINCESALISIMO S.L.,,1.58,1.58,1.58
PIMIENTO PIQUILLO TIRAS CELORRIO,OTROS,0.9,0.99,1.1,10,20,11.11111111,8411916200552,,0,20,,,0,0.8333333333,0.83
TOMATE TRITURADO BELTORO,ALIMENTACION,0.32,0.352,0.6,10,20,70.45454545,8411499204206,,0,20,PRINCESALISIMO S.L.,,0.32,0.32,0.32
LUENGO ALUBIAS COCIDAS 1 KG.,ALIMENTACION,0.6,0.66,0.98,10,20,48.48484848,8410505271010,,0,20,PRINCESALISIMO S.L.,,0.6,0.6,0.6
CELORRIO MACEDONIA DE VERDURAS 1 KGR.,ALIMENTACION,0.7,0.77,1.1,10,20,42.85714286,8411916300245,,0,20,PRINCESALISIMO S.L.,,0.7,0.7,0.7
TOMATE FRITO CASERO HIDA,ALIMENTACION,1.18,1.298,1.16,10,20,-10.63174114,8424523030917,,0,20,PRINCESALISIMO S.L.,,1.18,1.18,1.18
TOMATE ENTERO PELADO DEL TORO,ALIMENTACION,0.49,0.539,0.6,10,20,11.31725417,8411499204008,,0,20,PRINCESALISIMO S.L.,,0,0.4545454545,0.45
TOMATE TROCEADO DEL TORO,OTROS,0.49,0.539,0.6,10,20,11.31725417,8411499204107,,0,20,,,0,0.4545454545,0.45
CARNE DE ALCACHOFA CELORRIO,OTROS,1.23,1.353,1.5,10,20,10.86474501,8411916131214,,0,20,,,0,1.136363636,1.14
MEZCLA DE SETAS TROCEADAS tio palancas,ALIMENTACION,0.8,0.88,1.1,10,20,25,8424626020419,,0,20,PRINCESALISIMO S.L.,,0.8,0.8,0.8
HABAS TIERNAS CELORRIO,ALIMENTACION,0.75,0.825,1.1,10,20,33.33333333,8411916200323,,0,20,PRINCESALISIMO S.L.,,0.75,0.75,0.75
CENTRO DE ALCACHFA CELORRIO,ALIMENTACION,1.35,1.485,2,10,20,34.68013468,8411916800035,,0,20,PRINCESALISIMO S.L.,,1.35,1.35,1.35
CHAMPIðON ENTERO CELORRIO,OTROS,0.82,0.902,1,10,20,10.86474501,8411916131139,,0,20,,,0,0.7575757576,0.76
CHAMPIðONES LAMINADOS CELORRIO,OTROS,0.82,0.902,1,10,20,10.86474501,8411916130439,,0,20,,,0,0.7575757576,0.76
GARBANZOS ALTEZA,OTROS,0.63,0.693,0.77,10,20,11.11111111,8480024740090,,0,20,,,0,0.5833333333,0.58
PIMIENTO ENTERO EXTRA CELORRIO,ALIMENTACION,0.9,0.99,1.1,10,20,11.11111111,8411916200408,,0,20,PRINCESALISIMO S.L.,,0,0.8333333333,0.83
ESPARRAGOS CORTOS CELORRIO,OTROS,1.31,1.441,1.6,10,20,11.03400416,8411916300283,,0,20,,,0,1.212121212,1.21
REMOLACHA RALLADA CELORRIO,OTROS,0.82,0.902,1,10,20,10.86474501,8411916130613,,0,20,,,0,0.7575757576,0.76
ESPARRAGOS BLANCOS PELLI,OTROS,1.63,1.793,2,10,20,11.54489682,8428626191124,,0,20,,,0,1.515151515,1.52
LA MASIA SUMMUN ACEITE DE OLIVA 1║,ALIMENTACION,3.78,4.158,4.59,10,20,10.38961039,8432580121011,,0,20,PRINCESALISIMO S.L.,,3.78,3.78,3.78
CARBONELL ORIGINAL 0.4,ALIMENTACION,3.78,4.158,4.69,10,20,12.79461279,8410010000181,,0,20,PRINCESALISIMO S.L.,,3.78,3.78,3.78
VINAGRE DARRO,ALIMENTACION,0.4,0.44,0.63,10,20,43.18181818,8437011604538,,0,20,PRINCESALISIMO S.L.,,0.4,0.4,0.4
ABRIL ACEITE DE GIRASOL,ALIMENTACION,2.99,3.289,3.39,10,20,3.070842201,8436001253466,,0,20,PRINCESALISIMO S.L.,,2.99,2.99,2.99
ACEITE OLE OLEO 1 L.,ALIMENTACION,3.78,4.158,4.7,10,20,13.03511304,8437017947172,,0,20,PRINCESALISIMO S.L.,,3.78,3.78,3.78
ACEITE REFINADO LA MASIA,ALIMENTACION,1.65,1.815,3.58,10,20,97.24517906,8432580211019,,0,20,PRINCESALISIMO S.L.,,1.65,1.65,1.65
CHOVI SALSA BBQ,ALIMENTACION,0.79,0.869,1.1,10,20,26.58227848,8410422001950,,0,20,PRINCESALISIMO S.L.,,0.79,0.79,0.79
KETCHUP CHOVI,ALIMENTACION,0.82,0.902,1.29,10,20,43.01552106,8410422002100,,0,20,PRINCESALISIMO S.L.,,0.82,0.82,0.82
AJONESA CHOVI,ALIMENTACION,0.98,1.078,1.3,10,20,20.59369202,8410422001905,,0,20,PRINCESALISIMO S.L.,,0.98,0.98,0.98
KRAF SALSA FINA MAHONESA,ALIMENTACION,0.94,1.034,1.65,10,20,59.57446809,8410066131334,,0,20,PRINCESALISIMO S.L.,,0.94,0.94,0.94
SALSA CESAR CHOVI,ALIMENTACION,0.98,1.078,1.55,10,20,43.78478664,8410422002094,,0,20,PRINCESALISIMO S.L.,,0.98,0.98,0.98
LIGERESA SALSA FINA,ALIMENTACION,1.48,1.628,1.99,10,20,22.23587224,8413800074805,,0,20,PRINCESALISIMO S.L.,,1.48,1.48,1.48
TOMATE SOLIS,ALIMENTACION,0.5,0.55,0.79,10,20,43.63636364,7613032996246,,0,20,PRINCESALISIMO S.L.,,0.5,0.5,0.5
GALLINA BLANCA CALDO CASERO DE CARNE,ALIMENTACION,1.08,1.188,1.65,10,20,38.88888889,8410300349044,,0,20,PRINCESALISIMO S.L.,,1.08,1.08,1.08
GALLINA BLANCA CALDO CASERO DE POLLO,ALIMENTACION,1.08,1.188,1.65,10,20,38.88888889,8410300349051,,0,20,PRINCESALISIMO S.L.,,1.08,1.08,1.08
GALLINA BLANCA CALDO CASERO DE COCIDO,ALIMENTACION,1.07,1.177,1.65,10,20,40.18691589,8410300349006,,0,20,PRINCESALISIMO S.L.,,1.07,1.07,1.07
GALLINA BLANCA SOPA DE VERDURAS,ALIMENTACION,0.38,0.418,0.55,10,20,31.57894737,8410300101796,,0,20,PRINCESALISIMO S.L.,,0.38,0.38,0.38
SOPA DE TERNERA CON ESTRELLITAS GALLINA,ALIMENTACION,0.45,0.495,0.55,10,20,11.11111111,8410300101642,,0,20,,,0,0.4166666667,0.42
SOPA DE POLLO CON FIDEOS FINOS G.BLACA,ALIMENTACION,0.38,0.418,0.55,10,20,31.57894737,8410300101598,,0,20,,,0.38,0.38,0.38
PATE LA PIARA TAPA NEGRA,ALIMENTACION,2.33,2.563,2.85,10,20,11.19781506,8412500922072,,0,20,PRINCESALISIMO S.L.,,0,2.159090909,2.16
PATE SUAVE LA PIARA,ALIMENTACION,0.82,0.902,1,10,20,10.86474501,8412500370521,,0,20,,,0,0.7575757576,0.76
PASTA DE CANELONES EL PAVO,ALIMENTACION,0.67,0.737,0.82,10,20,11.26187246,8410173069599,,0,20,,,0,0.6212121212,0.62
PASTILLAS DE CARNE KNORR,ALIMENTACION,0.92,1.012,1.2,10,20,18.5770751,8412200028005,,0,20,PRINCESALISIMO S.L.,,0.92,0.92,0.92
PLACAS PRECOCI LASAðA EL PAVO,ALIMENTACION,1,1.1,1.22,10,20,10.90909091,8410173072025,,0,20,,,0,0.9242424242,0.92
AVECREM POLLO GALLINA BLANCA,ALIMENTACION,0.7,0.77,1.25,10,20,62.33766234,8410300353058,,0,20,PRINCESALISIMO S.L.,,0.7,0.7,0.7
CHOVI MOSTAZA AMARILLA 300 GR.,ALIMENTACION,0.59,0.649,1.75,10,20,169.6456086,8410422001929,,0,20,PRINCESALISIMO S.L.,,0.59,0.59,0.59
MELOCOTON MITADES CELORRIO,ALIMENTACION,1.35,1.485,1.8,10,20,21.21212121,8411916300023,,0,20,PRINCESALISIMO S.L.,,1.35,1.35,1.35
CALDO CASERO DE PESCADO G. BLANCA,ALIMENTACION,1.08,1.188,1.65,10,20,38.88888889,8410300349020,,0,20,PRINCESALISIMO S.L.,,1.08,1.08,1.08
